quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,17,17,17,1,1024
0.001,45,17,45,134,2048
0.002,53,17,53,266,2578
0.003,59,17,59,398,3630
0.004,65,17,65,537,3630
0.005,70,17,70,668,3689
0.006,75,17,75,792,4251
0.007,80,27,80,936,4309
0.008,84,27,84,1058,5432
0.009,89,27,89,1206,5498
0.01,93,27,93,1329,5569
0.011,97,27,97,1459,5676
0.012,101,27,101,1578,5736
0.013,105,27,105,1715,5841
0.014,109,47,109,1851,5951
0.015,113,48,113,1999,6056
0.016,116,48,116,2101,6125
0.017,120,48,120,2250,6208
0.018,124,54,124,2386,6322
0.019,128,54,128,2528,6464
0.02,131,54,131,2649,6574
0.021,134,54,134,2778,6703
0.022,137,54,137,2898,6823
0.023,140,54,140,3030,6955
0.024,144,54,144,3181,7100
0.025,147,69,147,3317,7199
0.026,150,72,150,3447,7289
0.027,153,72,153,3572,7414
0.028,156,72,156,3694,7536
0.029,158,74,158,3804,7646
0.03,161,81,161,3942,7784
0.031,164,81,164,4090,7932
0.032,167,81,167,4217,8024
0.033,170,81,170,4371,8178
0.034,172,81,172,4468,8275
0.035,175,81,175,4618,8425
0.036,177,81,177,4732,8539
0.037,180,84,180,4860,8667
0.038,183,93,183,5016,8823
0.039,185,100,185,5122,8929
0.04,188,107,188,5265,9072
0.041,190,112,190,5392,9199
0.042,192,119,192,5514,9321
0.043,195,124,195,5666,9473
0.044,197,128,197,5777,9584
0.045,200,132,200,5950,9757
0.046,202,136,202,6059,9866
0.047,204,139,204,6174,9981
0.048,206,143,206,6295,10102
0.049,209,147,209,6474,10281
0.05,211,151,211,6598,10405
0.051,213,155,213,6705,10512
0.052,215,158,215,6824,10631
0.053,218,161,218,7018,10825
0.054,219,164,219,7081,10888
0.055,222,168,222,7252,11059
0.056,224,171,224,7365,11172
0.057,226,174,226,7474,11281
0.058,229,177,229,7649,11456
0.059,231,180,231,7753,11560
0.06,233,183,233,7888,11695
0.061,235,186,235,8019,11826
0.062,238,189,238,8192,11999
0.063,240,191,240,8329,12136
0.064,242,194,242,8443,12250
0.065,244,196,244,8568,12375
0.066,246,199,246,8705,12512
0.067,248,202,248,8837,12644
0.068,250,204,250,8967,12774
0.069,252,207,252,9103,12910
0.07,253,209,253,9179,12986
0.071,255,211,255,9308,13115
0.072,258,214,258,9496,13303
0.073,259,216,259,9570,13377
0.074,261,219,261,9722,13529
0.075,263,221,263,9879,13686
0.076,265,224,265,10021,13828
0.077,266,226,266,10105,13912
0.078,268,229,268,10253,14060
0.079,270,232,270,10381,14188
0.08,272,234,272,10502,14309
0.081,274,236,274,10656,14463
0.082,276,239,276,10806,14613
0.083,277,241,277,10882,14689
0.084,279,243,279,11030,14837
0.085,281,246,281,11180,14987
0.086,283,248,283,11322,15129
0.087,285,250,285,11473,15280
0.088,286,252,286,11546,15353
0.089,288,254,288,11685,15492
0.09,290,257,290,11820,15627
0.091,292,259,292,11964,15771
0.092,294,261,294,12106,15913
0.093,296,263,296,12267,16074
0.094,297,265,297,12347,16154
0.095,299,267,299,12484,16291
0.096,301,269,301,12649,16456
0.097,302,271,302,12723,16530
0.098,304,273,304,12895,16702
0.099,305,275,305,12986,16793
0.1,307,277,307,13139,16946
0.101,309,279,309,13299,17106
0.102,311,281,311,13462,17269
0.103,312,283,312,13556,17363
0.104,314,285,314,13704,17511
0.105,315,287,315,13777,17584
0.106,317,289,317,13936,17743
0.107,319,291,319,14091,17898
0.108,320,293,320,14168,17975
0.109,322,295,322,14319,18126
0.11,324,297,324,14475,18282
0.111,325,299,325,14561,18368
0.112,327,301,327,14716,18523
0.113,329,303,329,14870,18677
0.114,330,304,330,14949,18756
0.115,332,306,332,15108,18915
0.116,334,308,334,15271,19078
0.117,335,310,335,15365,19172
0.118,337,312,337,15516,19323
0.119,338,313,338,15603,19410
0.12,340,315,340,15764,19571
0.121,342,317,342,15929,19736
0.122,343,319,343,16020,19827
0.123,345,321,345,16190,19997
0.124,346,323,346,16263,20070
0.125,348,325,348,16427,20234
0.126,350,327,350,16594,20401
0.127,351,328,351,16680,20487
0.128,353,330,353,16844,20651
0.129,354,332,354,16920,20727
0.13,356,334,356,17095,20902
0.131,358,336,358,17250,21057
0.132,359,338,359,17333,21140
0.133,361,339,361,17511,21318
0.134,362,341,362,17593,21400
0.135,364,343,364,17778,21585
0.136,365,345,365,17865,21672
0.137,367,346,367,18024,21831
0.138,368,348,368,18104,21911
0.139,370,350,370,18245,22052
0.14,372,352,372,18417,22224
0.141,373,354,373,18512,22319
0.142,375,355,375,18698,22505
0.143,376,357,376,18791,22598
0.144,377,359,377,18893,22700
0.145,379,361,379,19071,22878
0.146,380,362,380,19152,22959
0.147,382,364,382,19304,23111
0.148,384,366,384,19474,23281
0.149,385,367,385,19560,23367
0.15,387,370,387,19741,23548
0.151,388,371,388,19830,23637
0.152,390,373,390,19987,23794
0.153,391,374,391,20085,23892
0.154,393,376,393,20275,24082
0.155,394,378,394,20373,24180
0.156,396,379,396,20537,24344
0.157,397,381,397,20614,24421
0.158,398,383,398,20716,24523
0.159,400,385,400,20875,24682
0.16,402,386,402,21053,24860
0.161,403,388,403,21129,24936
0.162,405,390,405,21302,25109
0.163,406,391,406,21385,25192
0.164,408,393,408,21563,25370
0.165,409,394,409,21649,25456
0.166,411,396,411,21831,25638
0.167,412,398,412,21915,25722
0.168,414,400,414,22087,25894
0.169,415,401,415,22178,25985
0.17,417,403,417,22363,26170
0.171,418,405,418,22455,26262
0.172,419,407,419,22546,26353
0.173,421,408,421,22710,26517
0.174,423,410,423,22890,26697
0.175,424,411,424,22993,26800
0.176,426,413,426,23150,26957
0.177,427,415,427,23230,27037
0.178,429,416,429,23413,27220
0.179,430,418,430,23494,27301
0.18,432,420,432,23664,27471
0.181,433,421,433,23771,27578
0.182,434,423,434,23875,27682
0.183,436,425,436,24062,27869
0.184,437,426,437,24127,27934
0.185,439,428,439,24284,28008
0.186,440,430,440,24381,28105
0.187,442,432,442,24561,28285
0.188,443,433,443,24665,28389
0.189,445,435,445,24845,28569
0.19,446,436,446,24943,28667
0.191,447,439,447,25044,28768
0.192,449,441,449,25229,28953
0.193,450,442,450,25330,29054
0.194,451,444,451,25432,29156
0.195,453,445,453,25610,29334
0.196,454,447,454,25698,29422
0.197,456,448,456,25863,29587
0.198,458,450,458,26031,29755
0.199,459,451,459,26132,29856
0.2,460,453,460,26233,29957
0.201,462,455,462,26406,30130
0.202,463,457,463,26500,30224
0.203,465,458,465,26709,30433
0.204,466,460,466,26789,30513
0.205,467,461,467,26874,30598
0.206,469,463,469,27073,30691
0.207,470,464,470,27158,30776
0.208,472,466,472,27348,30966
0.209,473,469,473,27449,31067
0.21,474,470,474,27534,31152
0.211,476,472,476,27721,31339
0.212,477,473,477,27807,31425
0.213,479,475,479,27988,31606
0.214,480,477,480,28096,31714
0.215,481,478,481,28196,31814
0.216,483,480,483,28378,31996
0.217,484,481,484,28471,32089
0.218,486,483,486,28638,32256
0.219,487,484,487,28731,32349
0.22,489,486,489,28906,32524
0.221,490,488,490,28982,32600
0.222,492,489,492,29157,32775
0.223,493,491,493,29250,32868
0.224,495,493,495,29413,33031
0.225,496,495,496,29504,33122
0.226,498,496,498,29670,33288
0.227,499,498,499,29763,33381
0.228,501,500,501,29957,33575
0.229,502,501,502,30058,33676
0.23,503,503,503,30151,33769
0.231,505,504,505,30325,33943
