quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,1,1,1,36732347,36732347
0.001,1,1,1,36732347,36732347
0.002,1,1,1,36732347,36732347
0.003,1,1,1,36732347,36732347
0.004,1,1,1,36732347,36732347
0.005,1,1,1,36732347,36732347
0.006,1,1,1,36732347,36732347
0.007,1,1,1,36732347,36732347
0.008,1,1,1,36732347,36732347
0.009,1,1,1,36732347,36732347
0.01,1,1,1,36732347,36732347
0.011,1,1,1,36732347,36732347
0.012,1,1,1,36732347,36732347
0.013,1,1,1,36732347,36732347
0.014,1,1,1,36732347,36732347
0.015,1,1,1,36732347,36732347
0.016,1,1,1,36732347,36732347
0.017,1,1,1,36732347,36732347
0.018,1,1,1,36732347,36732347
0.019,1,1,1,36732347,36732347
0.02,1,1,1,36732347,36732347
0.021,1,1,1,36732347,36732347
0.022,1,1,1,36732347,36732347
0.023,1,1,1,36732347,36732347
0.024,1,1,1,36732347,36732347
0.025,1,1,1,36732347,36732347
0.026,1,1,1,36732347,36732347
0.027,1,1,1,36732347,36732347
0.028,1,1,1,36732347,36732347
0.029,1,1,1,36732347,36732347
0.03,1,1,1,36732347,36732347
0.031,1,1,1,36732347,36732347
0.032,1,1,1,36732347,36732347
0.033,1,1,1,36732347,36732347
0.034,1,1,1,36732347,36732347
0.035,1,1,1,36732347,36732347
0.036,1,1,1,36732347,36732347
0.037,1,1,1,36732347,36732347
0.038,1,1,1,36732347,36732347
0.039,1,1,1,36732347,36732347
0.04,1,1,1,36732347,36732347
0.041,1,1,1,36732347,36732347
0.042,1,1,1,36732347,36732347
0.043,1,1,1,36732347,36732347
0.044,1,1,1,36732347,36732347
0.045,1,1,1,36732347,36732347
0.046,1,1,1,36732347,36732347
0.047,1,1,1,36732347,36732347
0.048,1,1,1,36732347,36732347
0.049,1,1,1,36732347,36732347
0.05,1,1,1,36732347,36732347
0.051,1,1,1,36732347,36732347
0.052,1,1,1,36732347,36732347
0.053,1,1,1,36732347,36732347
0.054,1,1,1,36732347,36732347
0.055,1,1,1,36732347,36732347
0.056,1,1,1,36732347,36732347
0.057,1,1,1,36732347,36732347
0.058,1,1,1,36732347,36732347
0.059,1,1,1,36732347,36732347
0.06,1,1,1,36732347,36732347
0.061,1,1,1,36732347,36732347
0.062,1,1,1,36732347,36732347
0.063,1,1,1,36732347,36732347
0.064,1,1,1,36732347,36732347
0.065,1,1,1,36732347,36732347
0.066,1,1,1,36732347,36732347
0.067,1,1,1,36732347,36732347
0.068,1,1,1,36732347,36732347
0.069,1,1,1,36732347,36732347
0.07,1,1,1,36732347,36732347
0.071,1,1,1,36732347,36732347
0.072,1,1,1,36732347,36732347
0.073,1,1,1,36732347,36732347
0.074,1,1,1,36732347,36732347
0.075,1,1,1,36732347,36732347
0.076,1,1,1,36732347,36732347
0.077,1,1,1,36732347,36732347
0.078,1,1,1,36732347,36732347
0.079,1,1,1,36732347,36732347
0.08,1,1,1,36732347,36732347
0.081,1,1,1,36732347,36732347
0.082,1,1,1,36732347,36732347
0.083,1,1,1,36732347,36732347
0.084,1,1,1,36732347,36732347
0.085,1,1,1,36732347,36732347
0.086,1,1,1,36732347,36732347
0.087,1,1,1,36732347,36732347
0.088,1,1,1,36732347,36732347
0.089,1,1,1,36732347,36732347
0.09,1,1,1,36732347,36732347
0.091,1,1,1,36732347,36732347
0.092,1,1,1,36732347,36732347
0.093,1,1,1,36732347,36732347
0.094,1,1,1,36732347,36732347
0.095,1,1,1,36732347,36732347
0.096,1,1,1,36732347,36732347
0.097,1,1,1,36732347,36732347
0.098,1,1,1,36732347,36732347
0.099,1,1,1,36732347,36732347
0.1,1,1,1,36732347,36732347
0.101,1,1,1,36732347,36732347
0.102,1,1,1,36732347,36732347
0.103,1,1,1,36732347,36732347
0.104,1,1,1,36732347,36732347
0.105,1,1,1,36732347,36732347
0.106,1,1,1,36732347,36732347
0.107,1,1,1,36732347,36732347
0.108,1,1,1,36732347,36732347
0.109,1,1,1,36732347,36732347
0.11,1,1,1,36732347,36732347
0.111,1,1,1,36732347,36732347
0.112,1,1,1,36732347,36732347
0.113,1,1,1,36732347,36732347
0.114,1,1,1,36732347,36732347
0.115,1,1,1,36732347,36732347
0.116,1,1,1,36732347,36732347
0.117,1,1,1,36732347,36732347
0.118,1,1,1,36732347,36732347
0.119,1,1,1,36732347,36732347
0.12,1,1,1,36732347,36732347
0.121,1,1,1,36732347,36732347
0.122,1,1,1,36732347,36732347
0.123,1,1,1,36732347,36732347
0.124,1,1,1,36732347,36732347
0.125,1,1,1,36732347,36732347
0.126,1,1,1,36732347,36732347
0.127,1,1,1,36732347,36732347
0.128,1,1,1,36732347,36732347
0.129,1,1,1,36732347,36732347
0.13,1,1,1,36732347,36732347
0.131,1,1,1,36732347,36732347
0.132,1,1,1,36732347,36732347
0.133,1,1,1,36732347,36732347
0.134,1,1,1,36732347,36732347
0.135,1,1,1,36732347,36732347
0.136,1,1,1,36732347,36732347
0.137,1,1,1,36732347,36732347
0.138,1,1,1,36732347,36732347
0.139,1,1,1,36732347,36732347
0.14,1,1,1,36732347,36732347
0.141,1,1,1,36732347,36732347
0.142,1,1,1,36732347,36732347
0.143,1,1,1,36732347,36732347
0.144,1,1,1,36732347,36732347
0.145,1,1,1,36732347,36732347
0.146,1,1,1,36732347,36732347
0.147,1,1,1,36732347,36732347
0.148,1,1,1,36732347,36732347
0.149,1,1,1,36732347,36732347
0.15,1,1,1,36732347,36732347
0.151,1,1,1,36732347,36732347
0.152,1,1,1,36732347,36732347
0.153,1,1,1,36732347,36732347
0.154,1,1,1,36732347,36732347
0.155,1,1,1,36732347,36732347
0.156,1,1,1,36732347,36732347
0.157,1,1,1,36732347,36732347
0.158,1,1,1,36732347,36732347
0.159,1,1,1,36732347,36732347
0.16,1,1,1,36732347,36732347
0.161,1,1,1,36732347,36732347
0.162,1,1,1,36732347,36732347
0.163,1,1,1,36732347,36732347
0.164,1,1,1,36732347,36732347
0.165,1,1,1,36732347,36732347
0.166,1,1,1,36732347,36732347
0.167,1,1,1,36732347,36732347
0.168,1,1,1,36732347,36732347
0.169,1,1,1,36732347,36732347
0.17,1,1,1,36732347,36732347
0.171,1,1,1,36732347,36732347
0.172,1,1,1,36732347,36732347
0.173,1,1,1,36732347,36732347
0.174,1,1,1,36732347,36732347
0.175,1,1,1,36732347,36732347
0.176,1,1,1,36732347,36732347
0.177,1,1,1,36732347,36732347
0.178,1,1,1,36732347,36732347
0.179,1,1,1,36732347,36732347
0.18,1,1,1,36732347,36732347
0.181,1,1,1,36732347,36732347
0.182,1,1,1,36732347,36732347
0.183,1,1,1,36732347,36732347
0.184,1,1,1,36732347,36732347
0.185,1,1,1,36732347,36732347
0.186,1,1,1,36732347,36732347
0.187,1,1,1,36732347,36732347
0.188,1,1,1,36732347,36732347
0.189,1,1,1,36732347,36732347
0.19,1,1,1,36732347,36732347
0.191,1,1,1,36732347,36732347
0.192,1,1,1,36732347,36732347
0.193,1,1,1,36732347,36732347
0.194,1,1,1,36732347,36732347
0.195,1,1,1,36732347,36732347
0.196,1,1,1,36732347,36732347
0.197,1,1,1,36732347,36732347
0.198,1,1,1,36732347,36732347
0.199,1,1,1,36732347,36732347
0.2,1,1,1,36732347,36732347
0.201,1,1,1,36732347,36732347
0.202,1,1,1,36732347,36732347
0.203,1,1,1,36732347,36732347
0.204,1,1,1,36732347,36732347
0.205,1,1,1,36732347,36732347
0.206,1,1,1,36732347,36732347
0.207,1,1,1,36732347,36732347
0.208,1,1,1,36732347,36732347
0.209,1,1,1,36732347,36732347
0.21,1,1,1,36732347,36732347
0.211,1,1,1,36732347,36732347
0.212,1,1,1,36732347,36732347
0.213,1,1,1,36732347,36732347
0.214,1,1,1,36732347,36732347
0.215,1,1,1,36732347,36732347
0.216,1,1,1,36732347,36732347
0.217,1,1,1,36732347,36732347
0.218,1,1,1,36732347,36732347
0.219,1,1,1,36732347,36732347
0.22,1,1,1,36732347,36732347
0.221,1,1,1,36732347,36732347
0.222,1,1,1,36732347,36732347
0.223,1,1,1,36732347,36732347
0.224,1,1,1,36732347,36732347
0.225,1,1,1,36732347,36732347
0.226,1,1,1,36732347,36732347
0.227,1,1,1,36732347,36732347
0.228,1,1,1,36732347,36732347
0.229,1,1,1,36732347,36732347
0.23,1,1,1,36732347,36732347
0.231,1,1,1,36732347,36732347
0.232,1,1,1,36732347,36732347
0.233,1,1,1,36732347,36732347
0.234,1,1,1,36732347,36732347
0.235,1,1,1,36732347,36732347
0.236,1,1,1,36732347,36732347
0.237,1,1,1,36732347,36732347
0.238,1,1,1,36732347,36732347
0.239,1,1,1,36732347,36732347
0.24,1,1,1,36732347,36732347
0.241,1,1,1,36732347,36732347
0.242,1,1,1,36732347,36732347
0.243,1,1,1,36732347,36732347
0.244,1,1,1,36732347,36732347
0.245,1,1,1,36732347,36732347
0.246,1,1,1,36732347,36732347
0.247,1,1,1,36732347,36732347
0.248,1,1,1,36732347,36732347
0.249,1,1,1,36732347,36732347
0.25,1,1,1,36732347,36732347
0.251,1,1,1,36732347,36732347
0.252,1,1,1,36732347,36732347
0.253,1,1,1,36732347,36732347
0.254,1,1,1,36732347,36732347
0.255,1,1,1,36732347,36732347
0.256,1,1,1,36732347,36732347
0.257,1,1,1,36732347,36732347
0.258,1,1,1,36732347,36732347
0.259,1,1,1,36732347,36732347
0.26,1,1,1,36732347,36732347
0.261,1,1,1,36732347,36732347
0.262,1,1,1,36732347,36732347
0.263,1,1,1,36732347,36732347
0.264,1,1,1,36732347,36732347
0.265,1,1,1,36732347,36732347
0.266,1,1,1,36732347,36732347
0.267,1,1,1,36732347,36732347
0.268,1,1,1,36732347,36732347
0.269,1,1,1,36732347,36732347
0.27,1,1,1,36732347,36732347
0.271,1,1,1,36732347,36732347
0.272,1,1,1,36732347,36732347
0.273,1,1,1,36732347,36732347
0.274,1,1,1,36732347,36732347
0.275,1,1,1,36732347,36732347
0.276,1,1,1,36732347,36732347
0.277,1,1,1,36732347,36732347
0.278,1,1,1,36732347,36732347
0.279,1,1,1,36732347,36732347
0.28,1,1,1,36732347,36732347
0.281,1,1,1,36732347,36732347
0.282,1,1,1,36732347,36732347
0.283,1,1,1,36732347,36732347
0.284,1,1,1,36732347,36732347
0.285,1,1,1,36732347,36732347
0.286,1,1,1,36732347,36732347
0.287,1,1,1,36732347,36732347
0.288,1,1,1,36732347,36732347
0.289,1,1,1,36732347,36732347
0.29,1,1,1,36732347,36732347
0.291,1,1,1,36732347,36732347
0.292,1,1,1,36732347,36732347
0.293,1,1,1,36732347,36732347
0.294,1,1,1,36732347,36732347
0.295,1,1,1,36732347,36732347
0.296,1,1,1,36732347,36732347
0.297,1,1,1,36732347,36732347
0.298,1,1,1,36732347,36732347
0.299,1,1,1,36732347,36732347
0.3,1,1,1,36732347,36732347
0.301,1,1,1,36732347,36732347
0.302,1,1,1,36732347,36732347
0.303,1,1,1,36732347,36732347
0.304,1,1,1,36732347,36732347
0.305,1,1,1,36732347,36732347
0.306,1,1,1,36732347,36732347
0.307,1,1,1,36732347,36732347
0.308,1,1,1,36732347,36732347
0.309,1,1,1,36732347,36732347
0.31,1,1,1,36732347,36732347
0.311,1,1,1,36732347,36732347
0.312,1,1,1,36732347,36732347
0.313,1,1,1,36732347,36732347
0.314,1,1,1,36732347,36732347
0.315,1,1,1,36732347,36732347
0.316,1,1,1,36732347,36732347
0.317,1,1,1,36732347,36732347
0.318,1,1,1,36732347,36732347
0.319,1,1,1,36732347,36732347
0.32,1,1,1,36732347,36732347
0.321,1,1,1,36732347,36732347
0.322,1,1,1,36732347,36732347
0.323,1,1,1,36732347,36732347
0.324,1,1,1,36732347,36732347
0.325,1,1,1,36732347,36732347
0.326,1,1,1,36732347,36732347
0.327,1,1,1,36732347,36732347
0.328,1,1,1,36732347,36732347
0.329,1,1,1,36732347,36732347
0.33,1,1,1,36732347,36732347
0.331,1,1,1,36732347,36732347
0.332,1,1,1,36732347,36732347
0.333,1,1,1,36732347,36732347
0.334,1,1,1,36732347,36732347
0.335,1,1,1,36732347,36732347
0.336,1,1,1,36732347,36732347
0.337,1,1,1,36732347,36732347
0.338,1,1,1,36732347,36732347
0.339,1,1,1,36732347,36732347
0.34,1,1,1,36732347,36732347
0.341,1,1,1,36732347,36732347
0.342,1,1,1,36732347,36732347
0.343,1,1,1,36732347,36732347
0.344,1,1,1,36732347,36732347
0.345,1,1,1,36732347,36732347
0.346,1,1,1,36732347,36732347
0.347,1,1,1,36732347,36732347
0.348,1,1,1,36732347,36732347
0.349,1,1,1,36732347,36732347
0.35,1,1,1,36732347,36732347
0.351,1,1,1,36732347,36732347
0.352,1,1,1,36732347,36732347
0.353,1,1,1,36732347,36732347
0.354,1,1,1,36732347,36732347
0.355,1,1,1,36732347,36732347
0.356,1,1,1,36732347,36732347
0.357,1,1,1,36732347,36732347
0.358,1,1,1,36732347,36732347
0.359,1,1,1,36732347,36732347
0.36,1,1,1,36732347,36732347
0.361,1,1,1,36732347,36732347
0.362,1,1,1,36732347,36732347
0.363,1,1,1,36732347,36732347
0.364,1,1,1,36732347,36732347
0.365,1,1,1,36732347,36732347
0.366,1,1,1,36732347,36732347
0.367,1,1,1,36732347,36732347
0.368,1,1,1,36732347,36732347
0.369,1,1,1,36732347,36732347
0.37,1,1,1,36732347,36732347
0.371,1,1,1,36732347,36732347
0.372,1,1,1,36732347,36732347
0.373,1,1,1,36732347,36732347
0.374,1,1,1,36732347,36732347
0.375,1,1,1,36732347,36732347
0.376,1,1,1,36732347,36732347
0.377,1,1,1,36732347,36732347
0.378,1,1,1,36732347,36732347
0.379,1,1,1,36732347,36732347
0.38,1,1,1,36732347,36732347
0.381,1,1,1,36732347,36732347
0.382,1,1,1,36732347,36732347
0.383,1,1,1,36732347,36732347
0.384,1,1,1,36732347,36732347
0.385,1,1,1,36732347,36732347
0.386,1,1,1,36732347,36732347
0.387,1,1,1,36732347,36732347
0.388,1,1,1,36732347,36732347
0.389,1,1,1,36732347,36732347
0.39,1,1,1,36732347,36732347
0.391,1,1,1,36732347,36732347
0.392,1,1,1,36732347,36732347
0.393,1,1,1,36732347,36732347
0.394,1,1,1,36732347,36732347
0.395,1,1,1,36732347,36732347
0.396,1,1,1,36732347,36732347
0.397,1,1,1,36732347,36732347
