quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,29533,29533,29533,1,32
0.001,30652,29533,30652,2,48
0.002,32644,29533,32644,3,49
0.003,32644,29533,32644,3,49
0.004,54764,29533,54764,4,49
0.005,54764,29533,54764,4,49
0.006,58749,29533,58749,5,65
0.007,58749,29533,58749,5,65
0.008,66457,29533,66457,6,65
0.009,66457,29533,66457,6,65
0.01,69137,29533,69137,7,65
0.011,69137,29533,69137,7,65
0.012,73209,29533,73209,8,65
0.013,73209,29533,73209,8,65
0.014,77679,29533,77679,9,65
0.015,77679,29533,77679,9,65
0.016,81927,29533,81927,10,66
0.017,81927,29533,81927,10,66
0.018,85828,29533,85828,11,67
0.019,85828,29533,85828,11,67
0.02,91145,29533,91145,12,68
0.021,91145,29533,91145,12,68
0.022,92083,29533,92083,13,69
0.023,92083,29533,92083,13,69
0.024,94760,29533,94760,14,70
0.025,94760,29533,94760,14,70
0.026,96775,29533,96775,15,70
0.027,96775,29533,96775,15,70
0.028,100811,29533,100811,16,70
0.029,100811,29533,100811,16,70
0.03,105953,29533,105953,17,71
0.031,105953,29533,105953,17,71
0.032,108014,29533,108014,18,103
0.033,108014,29533,108014,18,103
0.034,110497,29533,110497,19,104
0.035,110497,29533,110497,19,104
0.036,110797,29533,110797,20,105
0.037,110797,29533,110797,20,105
0.038,111613,29533,111613,21,106
0.039,111613,29533,111613,21,106
0.04,112964,29533,112964,22,106
0.041,112964,29533,112964,22,106
0.042,113494,29533,113494,23,107
0.043,113792,29533,113792,24,107
0.044,113792,29533,113792,24,107
0.045,114016,29533,114016,25,108
0.046,114016,29533,114016,25,108
0.047,116508,29533,116508,26,108
0.048,116508,29533,116508,26,108
0.049,117745,29533,117745,27,109
0.05,117745,29533,117745,27,109
0.051,122752,30652,122752,28,110
0.052,122752,30652,122752,28,110
0.053,122924,30652,122924,29,126
0.054,122924,30652,122924,29,126
0.055,124318,30652,124318,30,127
0.056,124318,30652,124318,30,127
0.057,124480,30652,124480,31,128
0.058,124480,30652,124480,31,128
0.059,125740,30652,125740,32,129
0.06,125740,30652,125740,32,129
0.061,126449,30652,126449,33,130
0.062,126449,30652,126449,33,130
0.063,128331,30652,128331,34,131
0.064,128331,30652,128331,34,131
0.065,129502,30652,129502,35,132
0.066,129502,30652,129502,35,132
0.067,130330,30652,130330,36,133
0.068,130330,30652,130330,36,133
0.069,131235,30652,131235,37,134
0.07,131235,30652,131235,37,134
0.071,132998,30652,132998,38,135
0.072,132998,30652,132998,38,135
0.073,134705,30652,134705,39,136
0.074,134705,30652,134705,39,136
0.075,136503,30652,136503,40,137
0.076,136503,32644,136503,40,137
0.077,137991,32644,137991,41,137
0.078,137991,58749,137991,41,137
0.079,139634,58749,139634,42,138
0.08,139634,58749,139634,42,138
0.081,140737,58749,140737,43,139
0.082,140737,58749,140737,43,139
0.083,141081,58749,141081,44,140
0.084,141404,58749,141404,45,141
0.085,141404,58749,141404,45,141
0.086,143097,58749,143097,46,142
0.087,143097,58749,143097,46,142
0.088,143979,58749,143979,47,143
0.089,143979,58749,143979,47,143
0.09,145235,58749,145235,48,144
0.091,145235,58749,145235,48,144
0.092,145376,58749,145376,49,145
0.093,145376,58749,145376,49,145
0.094,146663,58749,146663,50,146
0.095,146663,58749,146663,50,146
0.096,146876,58749,146876,51,147
0.097,146876,58749,146876,51,147
0.098,147391,58749,147391,52,148
0.099,147391,58749,147391,52,148
0.1,147489,58749,147489,53,149
0.101,147489,58749,147489,53,149
0.102,147949,58749,147949,54,150
0.103,147949,58749,147949,54,150
0.104,148122,81927,148122,55,151
0.105,148122,85828,148122,55,151
0.106,148526,85828,148526,56,152
0.107,148526,91145,148526,56,152
0.108,150850,92083,150850,57,153
0.109,150850,92083,150850,57,153
0.11,151247,94760,151247,58,154
0.111,151247,94760,151247,58,154
0.112,151823,105953,151823,59,155
0.113,151823,108014,151823,59,155
0.114,152876,108014,152876,60,156
0.115,152876,108014,152876,60,156
0.116,154146,108014,154146,61,156
0.117,154146,108014,154146,61,156
0.118,154715,108014,154715,62,156
0.119,154715,108014,154715,62,156
0.12,156186,108014,156186,63,156
0.121,156186,108014,156186,63,156
0.122,157411,108014,157411,64,156
0.123,157411,108014,157411,64,156
0.124,159150,108014,159150,65,156
0.125,160022,108014,160022,66,156
0.126,160022,108014,160022,66,156
0.127,160528,108014,160528,67,157
0.128,160528,108014,160528,67,157
0.129,161248,108014,161248,68,158
0.13,161248,108014,161248,68,158
0.131,162877,108014,162877,69,159
0.132,162877,108014,162877,69,159
0.133,163465,108014,163465,70,160
0.134,163465,108014,163465,70,160
0.135,163936,108014,163936,71,161
0.136,163936,108014,163936,71,161
0.137,166368,108014,166368,72,162
0.138,166368,108014,166368,72,162
0.139,168893,108014,168893,73,162
0.14,168893,108014,168893,73,162
0.141,169570,108014,169570,74,163
0.142,169570,108014,169570,74,163
0.143,169693,108014,169693,75,163
0.144,169693,108014,169693,75,163
0.145,170523,108014,170523,76,164
0.146,170523,108014,170523,76,164
0.147,170615,108014,170615,77,165
0.148,170615,108014,170615,77,165
0.149,171110,108014,171110,78,166
0.15,171110,108014,171110,78,166
0.151,171485,108014,171485,79,167
0.152,171485,108014,171485,79,167
0.153,172071,108014,172071,80,168
0.154,172071,108014,172071,80,168
0.155,172250,108014,172250,81,168
0.156,172250,108014,172250,81,168
0.157,175834,108014,175834,82,169
0.158,175834,108014,175834,82,169
0.159,176045,108014,176045,83,169
0.16,176045,108014,176045,83,169
0.161,176233,108014,176233,84,170
0.162,176233,108014,176233,84,170
0.163,176894,108014,176894,85,171
0.164,176894,110497,176894,85,171
0.165,178999,110497,178999,86,171
0.166,178999,110797,178999,86,171
0.167,180811,110797,180811,87,172
0.168,183050,111613,183050,88,172
0.169,183050,113494,183050,88,172
0.17,183208,113494,183208,89,173
0.171,183208,114016,183208,89,173
0.172,184102,117745,184102,90,173
0.173,184102,117745,184102,90,173
0.174,185175,122752,185175,91,174
0.175,185175,122752,185175,91,174
0.176,187085,122924,187085,92,174
0.177,187085,122924,187085,92,174
0.178,187537,122924,187537,93,174
0.179,187537,122924,187537,93,174
0.18,187659,122924,187659,94,174
0.181,187659,122924,187659,94,174
0.182,187874,122924,187874,95,175
0.183,187874,122924,187874,95,175
0.184,188133,122924,188133,96,175
0.185,188133,122924,188133,96,175
0.186,188269,122924,188269,97,175
0.187,188269,122924,188269,97,175
0.188,189284,122924,189284,98,175
0.189,189284,122924,189284,98,175
0.19,190811,122924,190811,99,175
0.191,190811,122924,190811,99,175
0.192,193131,122924,193131,100,176
0.193,193131,122924,193131,100,176
0.194,193309,122924,193309,101,176
