quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,2692,4939,2692,1,0
0.001,4939,6556,4939,4,1
0.002,5903,8782,5903,6,1
0.003,6324,9358,6324,8,1
0.004,6556,9549,6556,10,2
0.005,7665,9716,7665,12,3
0.006,8374,10622,8374,14,3
0.007,8914,10660,8914,16,4
0.008,9549,10957,9549,18,6
0.009,9855,11488,9855,20,7
0.01,10622,11950,10622,22,9
0.011,10957,12097,10957,24,11
0.012,11263,12525,11263,26,11
0.013,11775,12941,11775,29,13
0.014,11950,13015,11950,31,14
0.015,12525,13573,12525,33,16
0.016,12791,13610,12791,35,17
0.017,13015,15152,13015,37,19
0.018,13490,15263,13490,39,19
0.019,13610,15270,13610,41,21
0.02,15152,15809,15152,43,23
0.021,15270,16079,15270,45,25
0.022,15460,16551,15460,47,26
0.023,16079,16926,16079,49,28
0.024,16551,17380,16551,51,29
0.025,16991,17519,16991,54,31
0.026,17519,17602,17519,56,33
0.027,17675,18254,17675,58,34
0.028,18081,18312,18081,60,35
0.029,18312,18523,18312,62,37
0.03,18523,18527,18523,64,38
0.031,18680,19345,18680,66,39
0.032,18912,19350,18912,68,40
0.033,19350,19428,19350,70,42
0.034,19760,19997,19760,72,44
0.035,20231,20231,20231,74,46
0.036,20361,20280,20361,76,48
0.037,20511,20361,20511,78,50
0.038,20839,20511,20839,81,53
0.039,20859,20650,20859,83,54
0.04,20967,20719,20967,85,55
0.041,21262,20839,21262,87,56
0.042,21407,20967,21407,89,58
0.043,21668,21241,21668,91,60
0.044,22200,21327,22200,93,61
0.045,22424,21538,22424,95,62
0.046,22515,21668,22515,97,63
0.047,22810,21827,22810,99,65
0.048,22914,22236,22914,101,66
0.049,22937,22609,22937,103,67
0.05,23184,22810,23184,106,67
0.051,23266,22914,23266,108,69
0.052,23344,23211,23344,110,71
0.053,23482,23266,23482,112,71
0.054,23969,23267,23969,114,73
0.055,24031,23344,24031,116,74
0.056,24161,23969,24161,118,74
0.057,24300,24026,24300,120,75
0.058,24572,24171,24572,122,75
0.059,24705,25471,24705,124,75
0.06,25170,25613,25170,126,75
0.061,25296,26237,25296,128,75
0.062,25372,26697,25372,130,76
0.063,25613,28183,25613,133,78
0.064,25768,28183,25768,135,78
0.065,25883,28183,25883,137,78
0.066,25989,28183,25989,139,78
0.067,26135,28183,26135,141,78
0.068,26237,28183,26237,143,79
0.069,26306,28183,26306,145,79
0.07,26356,28183,26356,147,79
0.071,26697,28183,26697,149,80
0.072,26824,28183,26824,151,80
0.073,26939,28183,26939,153,80
0.074,27334,28183,27334,155,80
0.075,27566,28183,27566,158,80
0.076,27865,28183,27865,160,80
0.077,28047,28183,28047,162,80
0.078,28183,28183,28183,164,144
0.079,28234,28183,28234,166,144
0.08,28401,28183,28401,168,144
0.081,28552,28183,28552,170,144
0.082,28752,28183,28752,172,144
0.083,28950,28183,28950,174,144
0.084,29174,28183,29174,176,144
0.085,29216,28183,29216,178,144
0.086,29314,28183,29314,180,144
0.087,29348,28183,29348,182,144
0.088,29512,28183,29512,185,144
0.089,29596,28183,29596,187,144
0.09,29677,28183,29677,189,144
0.091,29741,28183,29741,191,144
0.092,29859,28183,29859,193,144
0.093,30020,28183,30020,196,144
0.094,30034,28183,30034,197,144
0.095,30164,28183,30164,199,144
0.096,30259,28183,30259,201,144
0.097,30366,28183,30366,203,144
0.098,30544,28183,30544,205,144
0.099,30647,28183,30647,207,144
0.1,30748,28183,30748,210,144
0.101,30812,28183,30812,212,144
0.102,30917,28183,30917,214,144
0.103,31076,28183,31076,216,144
0.104,31217,28183,31217,218,144
0.105,31278,28183,31278,220,144
