quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,146725,5551.92,5496,7733.33,218.812
0.003,143725,2186.79,6269,8469.44,725.285
0.004,142508,2965.09,6418,8730.79,812.451
0.005,143817,4865.62,7674,8744.23,851.186
0.006,144133,7243.72,8782,8770.35,812.506
0.007,143283,2493.57,9549,9022.53,1295.44
0.008,144858,5906,9855,8876.88,851.076
0.009,142742,2239.1,10660,9006.41,918.205
0.01,143450,2940.16,11273,9250.53,849.627
0.011,142833,2104.25,11829,8954.21,872.225
0.012,149767,10730.4,12525,9662.85,1544.46
0.013,142975,4201.54,12791,8930.24,878.27
0.014,146867,5656.91,13419,9069.19,854.355
0.015,143658,2740.42,13573,9297.43,894.641
0.016,144133,3179.57,15152,9083.12,898.159
0.017,141533,2204.68,15307,9265.26,890.624
0.018,142725,4059.36,16079,9163.77,855.135
0.019,141925,1319.87,16551,9388.65,888.372
0.02,141025,1736.83,16982,9315.72,903.182
0.021,137683,8901.77,17519,9176.31,996.94
0.022,141400,2096.75,18406,9481.36,840.71
0.023,142617,4579.37,18527,9423.45,887.225
0.024,141958,1552.39,18889,9568.62,939.906
0.025,142258,2453.37,19345,9322.39,892.052
0.026,139783,5236.73,19760,9410.2,909.035
0.027,141550,1854.48,20231,9634.18,878.544
0.028,142525,2761.79,20497,9736.18,927.476
0.029,142358,2038.03,20650,9619.68,930.764
0.03,141692,2686.48,20839,9509.97,889.414
0.031,140150,12426.6,20859,9492.5,1017.91
0.032,141483,2762.03,20967,9799.37,864.404
0.033,143475,4125.56,21262,9824.95,898.096
0.034,142817,3009.63,21538,9768.75,947.486
0.035,141975,2469.86,21827,9797.4,887.795
0.036,144500,4461.96,22424,10116.4,969.534
0.037,141425,2061.83,22515,9901.37,941.888
0.038,140642,1483.52,22810,9850.11,921.126
0.039,140225,5545.21,22914,9887.51,939.68
0.04,140050,5417.56,23023,9940.63,957.483
0.041,141983,1672.69,23184,9995.05,924.529
0.042,142308,2648.31,23266,10141.3,927.126
0.043,140267,6002.02,23421,10070.1,1045.94
0.044,141425,3426.67,23522,10172.5,934.116
0.045,141650,2206.81,24031,9964.38,904.581
0.046,143458,2842.68,24300,10272,924.62
0.047,142608,1972.75,24705,10289.3,962.028
0.048,140400,8674.94,25189,10307.4,1220.79
0.049,142833,2102.96,25471,10317.3,989.215
0.05,140892,1166.55,25768,10409.8,980.794
0.051,142558,3072.89,25984,10425.8,945.825
0.052,141967,1717.47,26306,10385.5,957.067
0.053,141433,1574.99,26356,10365.5,956.753
0.054,142700,1517.17,26697,10530.5,991.839
0.055,141842,2220.34,26697,10360.9,955.298
0.056,142133,1710.57,26697,10355.1,926.173
0.057,142792,1896.15,26697,10404.6,970.741
0.058,142308,1169.66,26697,10392,927.595
0.059,141858,1704.78,26697,10349.3,956.183
0.06,141308,1366.12,26697,10679.1,964.994
0.061,138775,7939.56,26697,10373.3,1039.29
0.062,143142,2381.54,26824,10739.4,969.094
0.0629999,141742,2077.79,26939,10395,961.64
0.064,141717,1176.92,27566,10391.2,960.495
0.065,142692,2494.52,27865,10657.6,988.493
0.066,141642,1541.23,28048,10604.8,971.551
0.067,142808,1848.57,28195,10658.7,955.143
0.068,142633,1876.81,28474,10504.9,986.5
