quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,155683,9723.34,68,7766.67,270.801
0.003,154767,9272.87,68,8397.22,696.552
0.004,151892,6122.9,68,8874.77,1218.02
0.005,151925,7594.63,68,8589.56,840.707
0.006,148600,1183.22,68,8457.46,768.611
0.007,149008,1883.16,68,8454.79,764.644
0.008,149600,7036.66,102,8204.57,763.825
0.009,150808,7230.93,102,8342.05,779.248
0.01,149592,3370.04,102,8361.84,778.495
0.011,149258,2392.21,102,8371.82,740.391
0.012,149100,1539.19,136,8372.65,743.692
0.013,146367,3848.81,136,8339.39,772.933
0.014,148075,4813.64,136,8169.95,734.768
0.015,156042,6390.26,185,8397.5,755.57
0.016,154592,8286.07,185,8591.46,767.903
0.017,149408,5528.51,185,8549.29,858.038
0.018,147517,2661.79,185,8412.44,765.846
0.019,144942,2289.29,185,8284.37,763.655
0.02,146442,4654.12,185,8223.7,749.949
0.021,149383,7571.1,185,9135.31,3160.07
0.022,145800,3286.34,206,8502.94,856.357
0.023,146183,1783.17,222,8366.91,773.13
0.024,149167,5494.52,222,8272.24,767.347
0.025,156050,8073.36,222,8597.69,792.719
0.026,150775,5138.12,222,8574.81,853.335
0.027,149258,4385.61,222,8347.9,766.029
0.028,146725,2616.43,222,8412.33,785.362
0.029,143325,4826.65,222,8234.36,757.071
0.03,147950,3575.04,241,8352.86,756.656
0.031,148600,3643.42,241,8396.07,740.697
0.032,146567,2551.05,241,8558.01,809.288
0.033,145875,5040.59,241,8429.83,901.552
0.034,148617,4173.04,241,8394.15,793.835
0.035,145242,1356.77,241,8349.51,760.539
0.036,144400,5997.42,241,8262.46,742.046
0.037,147808,2835.96,254,8946.87,793.091
0.038,149625,1807.12,254,9062.24,793.611
0.039,148725,2641.67,301,9105.19,859.941
0.04,146275,3036.78,301,9108.77,913.513
0.041,154200,9582.94,301,9242.4,915.111
0.042,148142,5804.77,301,8753.53,872.617
0.043,148325,5498.28,301,8879.46,811.073
0.044,146075,4344.09,301,9006.62,816.75
0.045,149200,10740.7,301,9008.89,1028.23
0.046,147383,4269.73,333,8909.07,855.651
0.047,145358,5867.24,360,9250.76,858.345
0.048,147392,2934.89,360,9312.56,939.119
0.049,148717,8486.23,360,9259.38,895.676
0.05,147942,3723.75,360,9154.95,883.291
0.051,147583,3599.71,360,9046.25,836.767
0.052,145592,3874.73,360,9287.19,891.732
0.053,145383,2803.19,360,9198.93,862.926
0.054,147992,14664.4,367,9199.91,914.491
0.055,147283,3625.62,374,9391.66,973.121
0.056,146258,3145.4,398,9449.3,915.419
0.057,151967,5732.58,398,9779.11,937.64
0.058,149567,11408.2,398,9589.93,974.805
0.059,148942,6092.39,398,9365.83,905.113
0.06,146475,4025.85,400,9397.15,900.882
0.061,148567,5363.74,408,9491.43,881.576
0.062,147900,1773.54,452,9582.62,904.399
0.0629999,148950,4150.9,452,9673.55,974.009
0.064,147917,4635.21,452,9639.46,937.394
0.065,154208,17950.4,452,9619.96,885.277
0.066,149833,9071.97,452,9493.33,882.25
