quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,358.333,250.303,1,3.15489e+06,112164
0.003,200,120.605,1,3.25862e+06,287560
0.004,141.667,79.2961,1,3.24873e+06,289010
0.005,275,135.68,1,3.24855e+06,289772
0.006,175,86.6025,1,3.22372e+06,285597
0.007,158.333,99.6205,1,3.23905e+06,288381
0.008,175,45.2267,1,3.23791e+06,285154
0.009,225,135.68,1,3.22155e+06,285486
0.01,150,116.775,1,3.24651e+06,292640
0.011,233.333,115.47,1,3.23822e+06,291464
0.012,258.333,137.895,1,3.22376e+06,286352
0.013,158.333,51.4929,1,3.2273e+06,288076
0.014,275,135.68,1,3.24037e+06,286812
0.015,191.667,116.45,1,3.25131e+06,290257
0.016,208.333,79.2961,1,3.22718e+06,283562
0.017,183.333,71.7741,1,3.25394e+06,297332
0.018,216.667,140.346,1,3.21731e+06,283971
0.019,225,75.3778,1,3.20548e+06,281077
0.02,200,60.3023,1,3.21439e+06,282051
0.021,241.667,99.6205,1,3.24792e+06,285383
0.022,158.333,51.4929,1,3.22385e+06,284317
0.023,241.667,99.6205,1,3.25487e+06,286757
0.024,275,96.5307,1,3.26232e+06,290544
0.025,175,148.477,1,3.21108e+06,285921
0.026,275,148.477,1,3.66926e+06,600402
0.027,391.667,124.011,1,3.83704e+06,361402
0.028,250,67.42,1,3.33609e+06,346299
0.029,200,85.2803,1,3.25029e+06,295301
0.03,250,90.4534,1,3.27284e+06,287902
0.031,183.333,102.986,1,3.31825e+06,295372
0.032,108.333,51.4929,1,3.23765e+06,289868
0.033,125,62.1582,1,3.23185e+06,285607
0.034,241.667,99.6205,1,3.25715e+06,286323
0.035,83.3333,71.7741,1,3.24546e+06,291787
0.036,225,142.223,1,3.29411e+06,300772
0.037,150,79.7724,1,3.26265e+06,298837
0.038,108.333,79.2961,1,3.25347e+06,292072
0.039,175,165.831,1,3.22626e+06,287978
0.04,108.333,66.8558,1,3.21572e+06,281145
0.041,150,131.426,1,3.21586e+06,280645
0.042,125,45.2267,1,3.22124e+06,281288
0.043,166.667,98.4732,1,3.21063e+06,280994
0.044,141.667,131.137,1,3.2167e+06,280623
0.045,116.667,57.735,1,3.216e+06,280921
0.046,75,45.2267,1,3.21337e+06,280541
0.047,100,42.6401,1,3.22043e+06,282325
0.048,116.667,126.73,1,3.24156e+06,294870
0.049,100,42.6401,1,3.2177e+06,284669
0.05,75,62.1582,1,3.21482e+06,281007
0.051,108.333,108.362,1,3.26443e+06,299864
0.052,108.333,66.8558,1,3.2335e+06,289851
0.053,116.667,57.735,1,3.24075e+06,288434
