quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,108.333,90.0337,3014557,75,62.1582
0.003,83.3333,71.7741,3014557,56.25,52.6834
0.004,100,73.8549,3014557,38.0208,49.5278
0.005,133.333,65.1339,3014557,53.1684,52.371
0.006,108.333,79.2961,3014557,62.764,67.0513
0.007,91.6667,99.6205,3014557,30.2303,45.6223
0.008,83.3333,93.7437,3014557,44.1859,51.6003
0.009,158.333,183.196,3014557,120.349,158.654
0.01,91.6667,99.6205,3014557,60.0291,53.3987
0.011,141.667,124.011,3014557,63.3358,51.8041
0.012,116.667,71.7741,3014557,71.9446,49.5917
0.013,125,96.5307,3014557,72.6621,49.6786
0.014,116.667,83.4847,3014557,72.7218,49.6866
0.015,58.3333,79.2961,3014557,56.0602,52.6484
0.016,125,75.3778,3014557,71.3383,49.5261
0.017,83.3333,71.7741,3014557,55.9449,52.6339
0.018,116.667,102.986,3014557,71.3287,49.5251
0.019,108.333,79.2961,3014557,55.9441,67.7385
0.02,50,79.7724,3014557,54.662,52.5085
0.021,116.667,93.7437,3014557,62.8885,51.7583
0.022,116.667,83.4847,3014557,46.9074,51.8284
0.023,100,95.3463,3014557,70.5756,65.2978
0.024,133.333,98.4732,3014557,64.2146,51.9152
0.025,100,95.3463,3014557,47.0179,51.8408
0.026,91.6667,79.2961,3014557,53.9182,52.4284
0.027,116.667,83.4847,3014557,71.1598,78.0218
0.028,83.3333,83.4847,3014557,47.5967,51.9324
0.029,100,73.8549,3014557,62.2997,51.7049
0.03,100,73.8549,3014557,55.1916,52.5488
0.031,183.333,185.047,3014557,112.933,137.996
0.032,125,75.3778,3014557,67.7444,52.5422
0.033,133.333,88.7625,3102737,88.9787,58.0765
0.034,100,73.8549,3102737,82.4149,62.6809
0.035,75,86.6025,3102737,48.5346,52.0449
0.036,166.667,166.969,3102737,112.378,131.223
0.037,116.667,71.7741,3102737,76.0315,65.9547
0.038,116.667,57.735,3102737,73.0026,49.7396
0.039,91.6667,66.8558,3102737,14.4169,29.6349
0.04,125,86.6025,3102737,59.5347,51.5343
0.041,116.667,83.4847,3102737,71.6279,78.0522
0.042,133.333,149.747,3102737,72.6357,49.7012
0.043,100,95.3463,3102737,22.7196,39.4923
0.044,125,62.1582,3102737,68.56,65.1914
0.045,116.667,57.735,3102737,72.38,49.6566
0.046,141.667,162.135,3102737,72.6983,49.6834
0.047,91.6667,79.2961,3102737,64.3915,51.9237
