quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,50,52.2233,1,33.3333,49.2366
0.003,58.3333,51.4929,1,36.1111,49.3674
0.004,50,52.2233,1,28.0093,45.3853
0.005,91.6667,137.895,1,44.0008,51.5905
0.006,25,45.2267,1,37.0001,49.4328
0.007,16.6667,38.9249,1,61.4167,51.637
0.008,33.3333,49.2366,1,46.7847,51.8149
0.009,41.6667,51.4929,1,20.5654,39.1975
0.01,41.6667,51.4929,1,10.0471,28.9845
0.011,41.6667,51.4929,1,25.8373,45.2643
0.012,50,52.2233,1,60.4864,51.5819
0.013,50,52.2233,1,38.3739,49.5646
0.014,33.3333,49.2366,1,36.5312,49.3954
0.015,50,90.4534,1,44.7109,51.6344
0.016,50,52.2233,1,20.3926,39.1789
0.017,41.6667,51.4929,1,35.0327,49.3047
0.018,25,45.2267,1,36.2527,49.3763
0.019,41.6667,51.4929,1,44.6877,51.6329
0.02,25,45.2267,1,12.0573,29.2088
0.021,16.6667,38.9249,1,34.3381,49.2747
0.022,41.6667,51.4929,1,27.8615,45.3747
0.023,75,45.2267,1,35.6551,49.3381
0.024,41.6667,51.4929,1,44.6379,51.6298
0.025,66.6667,49.2366,1,28.7198,45.4449
0.026,33.3333,49.2366,1,19.06,39.0581
0.027,50,52.2233,1,26.5883,45.2963
0.028,50,52.2233,1,35.549,49.3327
0.029,33.3333,49.2366,1,52.9624,52.3577
0.03,33.3333,49.2366,1,37.7469,49.5
0.031,25,45.2267,1,28.1456,45.3955
0.032,33.3333,49.2366,1,27.3455,45.3385
0.033,66.6667,49.2366,1,27.2788,45.3348
0.034,25,45.2267,1,27.2732,45.3345
0.035,33.3333,49.2366,1,35.6061,49.3356
0.036,50,52.2233,1,44.6338,51.6295
0.037,58.3333,51.4929,1,20.3862,39.1783
0.038,58.3333,51.4929,1,43.3655,51.558
0.039,66.6667,49.2366,1,28.6138,45.4355
0.04,41.6667,51.4929,1,19.0511,39.0575
0.041,58.3333,51.4929,1,43.2543,51.554
0.042,41.6667,51.4929,1,28.6045,45.4347
0.043,33.3333,49.2366,1,52.3837,52.3221
0.044,41.6667,51.4929,1,37.6986,49.4953
0.045,41.6667,51.4929,1,28.1416,45.3952
0.046,75,45.2267,1,19.0118,39.0548
0.047,50,52.2233,1,26.5843,45.2962
0.048,41.6667,51.4929,1,18.882,39.0464
0.049,25,45.2267,1,68.2402,49.3
0.05,41.6667,51.4929,1,30.6867,45.6641
0.051,25,45.2267,1,44.2239,51.6023
0.052,50,52.2233,1,20.352,39.1747
0.053,33.3333,49.2366,1,35.0293,49.3046
0.054,50,52.2233,1,27.9191,45.3788
0.055,41.6667,51.4929,1,27.3266,45.3375
0.056,75,62.1582,1,18.9439,39.0504
0.057,33.3333,49.2366,1,34.912,49.3002
0.058,33.3333,49.2366,1,52.9093,52.3544
0.059,41.6667,51.4929,1,46.0758,51.7444
0.06,41.6667,51.4929,1,20.5063,39.1911
0.061,66.6667,49.2366,1,18.3755,39.0115
0.062,33.3333,49.2366,1,26.5313,45.2941
0.0629999,41.6667,51.4929,1,35.5443,49.3325
0.064,25,45.2267,1,61.2954,51.6292
0.065,50,52.2233,1,30.1079,45.5918
0.066,41.6667,51.4929,1,35.8423,49.3483
0.067,33.3333,49.2366,1,36.3202,49.3808
0.068,66.6667,49.2366,1,28.0267,45.3865
0.069,25,45.2267,1,52.3356,52.3197
0.07,41.6667,51.4929,1,46.028,51.7399
0.071,58.3333,51.4929,1,28.8357,45.4556
0.072,41.6667,51.4929,1,35.7363,49.3424
0.073,33.3333,49.2366,1,36.3114,49.3802
0.074,50,52.2233,1,36.3593,49.3834
0.075,33.3333,49.2366,1,28.0299,45.3868
0.076,50,52.2233,1,19.0025,39.0542
0.077,25,45.2267,1,43.2502,51.5539
0.078,33.3333,49.2366,1,36.9375,49.4277
0.079,16.6667,38.9249,1,61.4115,51.6367
0.08,50,52.2233,1,38.451,49.5733
0.081,41.6667,51.4929,1,44.8709,51.6452
0.082,75,45.2267,1,37.0726,49.4388
0.083,41.6667,51.4929,1,11.4227,29.1246
0.084,41.6667,51.4929,1,25.9519,45.2669
0.085,83.3333,38.9249,1,52.1627,52.3115
0.086,8.33333,28.8675,1,62.6802,51.7386
0.087,66.6667,49.2366,1,30.2234,45.6062
0.088,50,52.2233,1,35.8519,49.3488
0.089,33.3333,49.2366,1,27.9877,45.3837
0.09,50,52.2233,1,35.6656,49.3386
0.091,33.3333,49.2366,1,44.6388,51.6298
0.092,41.6667,51.4929,1,45.3866,51.6847
0.093,50,52.2233,1,37.1155,49.4424
0.094,41.6667,51.4929,1,44.7596,51.6376
0.095,50,52.2233,1,37.0633,49.438
0.096,33.3333,49.2366,1,36.4219,49.3877
0.097,58.3333,51.4929,1,44.7018,51.6339
0.098,83.3333,38.9249,1,20.3918,39.1789
0.099,41.6667,51.4929,1,51.6993,52.2875
0.1,25,45.2267,1,29.3083,45.5023
0.101,16.6667,38.9249,1,35.7757,49.3446
0.102,33.3333,49.2366,1,36.3146,49.3804
0.103,58.3333,51.4929,1,36.3596,49.3834
0.104,66.6667,49.2366,1,11.3633,29.1177
0.105,41.6667,51.4929,1,34.2803,49.2734
0.106,25,45.2267,1,52.8567,52.3513
0.107,58.3333,51.4929,1,29.4047,45.5124
0.108,41.6667,51.4929,1,27.4504,45.3447
0.109,58.3333,51.4929,1,35.6209,49.3363
0.11,75,86.6025,1,52.9684,52.3581
0.111,50,52.2233,1,37.7474,49.5001
0.112,50,52.2233,1,61.4789,51.6412
0.113,58.3333,51.4929,1,13.4566,29.4391
0.114,91.6667,197.523,1,51.1214,52.262
0.115,58.3333,51.4929,1,20.9268,39.239
0.116,66.6667,49.2366,1,26.7439,45.3028
0.117,25,45.2267,1,43.8953,51.5854
0.118,33.3333,49.2366,1,45.3246,51.6798
0.119,41.6667,51.4929,1,45.4437,51.6892
0.12,33.3333,49.2366,1,53.787,52.4177
0.121,41.6667,51.4929,1,37.8156,49.5068
0.122,41.6667,51.4929,1,28.1513,45.3959
0.123,33.3333,49.2366,1,19.0126,39.0549
0.124,41.6667,51.4929,1,34.9177,49.3004
0.125,41.6667,51.4929,1,61.2431,51.6259
0.126,58.3333,51.4929,1,46.7703,51.8133
0.127,25,45.2267,1,37.2309,49.4522
0.128,33.3333,49.2366,1,28.1026,45.3922
0.129,50,52.2233,1,44.0085,51.5909
0.13,41.6667,51.4929,1,28.6674,45.4403
0.131,50,52.2233,1,19.0556,39.0578
0.132,41.6667,51.4929,1,43.2546,51.554
0.133,50,52.2233,1,45.2712,51.6757
0.134,33.3333,49.2366,1,53.7726,52.4166
0.135,16.6667,38.9249,1,29.4811,45.5206
0.136,33.3333,49.2366,1,10.7901,29.0526
0.137,50,52.2233,1,34.2325,49.2724
0.138,66.6667,88.7625,1,52.8527,52.351
0.139,41.6667,51.4929,1,29.4044,45.5124
0.14,41.6667,51.4929,1,19.117,39.062
0.141,50,52.2233,1,43.2598,51.5542
0.142,33.3333,49.2366,1,53.605,52.4036
0.143,25,45.2267,1,54.4671,52.4767
0.144,50,52.2233,1,46.2056,51.7567
0.145,25,45.2267,1,37.1838,49.4482
0.146,16.6667,38.9249,1,28.0986,45.3919
0.147,16.6667,38.9249,1,52.3416,52.32
0.148,33.3333,49.2366,1,54.3618,52.467
0.149,33.3333,49.2366,1,46.1968,51.7559
0.15,50,52.2233,1,37.1831,49.4481
0.151,33.3333,49.2366,1,36.4319,49.3884
0.152,66.6667,49.2366,1,19.7027,39.1113
0.153,33.3333,49.2366,1,26.6419,45.2985
0.154,58.3333,51.4929,1,52.2202,52.3141
0.155,16.6667,38.9249,1,54.3517,52.4661
0.156,41.6667,51.4929,1,37.8626,49.5115
0.157,50,52.2233,1,3.15522,3.91937
0.158,66.6667,49.2366,1,8.59627,28.875
0.159,33.3333,49.2366,1,25.7164,45.2619
0.16,41.6667,51.4929,1,27.143,45.3275
0.161,25,45.2267,1,35.5953,49.335
0.162,75,45.2267,1,27.9663,45.3821
0.163,41.6667,51.4929,1,43.9972,51.5904
0.164,58.3333,51.4929,1,53.6664,52.4083
0.165,66.6667,49.2366,1,37.8055,49.5058
0.166,33.3333,49.2366,1,53.1505,52.3698
0.167,33.3333,49.2366,1,37.7625,49.5016
0.168,33.3333,49.2366,1,36.4802,49.3918
0.169,50,52.2233,1,53.04,52.3626
0.17,66.6667,49.2366,1,29.42,45.514
0.171,41.6667,51.4929,1,35.785,49.3451
0.172,50,52.2233,1,44.6488,51.6304
0.173,33.3333,49.2366,1,28.7207,45.445
0.174,25,45.2267,1,35.7267,49.3419
0.175,16.6667,38.9249,1,36.3106,49.3801
0.176,41.6667,51.4929,1,44.6925,51.6333
0.177,16.6667,38.9249,1,37.0577,49.4375
0.178,41.6667,51.4929,1,28.0881,45.3911
0.179,41.6667,51.4929,1,52.3407,52.3199
0.18,50,52.2233,1,46.0284,51.74
0.181,58.3333,51.4929,1,28.8357,45.4556
0.182,58.3333,51.4929,1,35.7363,49.3424
0.183,66.6667,49.2366,1,36.3114,49.3802
0.184,33.3333,49.2366,1,28.0259,45.3865
0.185,25,45.2267,1,52.3355,52.3197
0.186,41.6667,51.4929,1,46.028,51.7399
0.187,50,52.2233,1,28.8357,45.4556
0.188,25,45.2267,1,60.7363,51.5941
0.189,58.3333,51.4929,1,21.728,39.3419
0.19,25,45.2267,1,18.4773,39.0167
0.191,16.6667,38.9249,1,34.8731,49.2988
0.192,58.3333,51.4929,1,44.5728,51.6257
0.193,33.3333,49.2366,1,37.0477,49.4367
0.194,41.6667,51.4929,1,19.754,39.1158
0.195,58.3333,51.4929,1,26.6462,45.2986
0.196,41.6667,51.4929,1,10.5538,29.0315
0.197,50,52.2233,1,42.5462,51.5267
0.198,33.3333,49.2366,1,45.2122,51.6712
0.199,33.3333,49.2366,1,37.101,49.4411
0.2,58.3333,51.4929,1,28.0918,45.3914
0.201,41.6667,51.4929,1,27.341,45.3383
0.202,41.6667,51.4929,1,35.6117,49.3359
0.203,41.6667,51.4929,1,36.301,49.3795
0.204,41.6667,51.4929,1,36.3584,49.3833
0.205,66.6667,49.2366,1,19.6965,39.1108
0.206,16.6667,38.9249,1,51.6414,52.2854
0.207,33.3333,49.2366,1,45.9701,51.7346
0.208,25,45.2267,1,62.1642,51.6936
0.209,50,52.2233,1,38.5137,49.5804
