quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,36450,8453.99,1,2950,835.029
0.003,30833.3,708.819,1,2837.5,268.871
0.004,30833.3,533.144,1,2878.12,252.332
0.005,31016.7,491.442,1,2923.18,277.525
0.006,30933.3,473.542,1,2926.93,264.407
0.007,30533.3,347.284,1,2927.24,281.367
0.008,30866.7,374.975,1,2893.94,267.028
0.009,30566.7,379.793,1,2799.49,267.538
0.01,30783.3,404.145,1,2874.96,252.718
0.011,31658.3,3223.34,1,2872.91,265.553
0.012,31400,2306.12,1,2822.74,267.095
0.013,30508.3,296.827,1,2793.56,265.163
0.014,30666.7,501.513,1,2791.13,255.799
0.015,32675,4392.58,1,2940.93,390.643
0.016,30666.7,1023.66,1,2828.41,275.98
0.017,30600,295.42,1,2802.37,254.702
0.018,33975,4724.24,1,2875.2,252.957
0.019,32633.3,2905.27,1,2847.93,282.572
0.02,35625,6706.46,1,3170.66,629.779
0.021,32958.3,3619.76,1,2889.22,304.644
0.022,35275,3593.71,1,2899.1,328.233
0.023,36650,8035.09,1,3158.26,663.146
0.024,37833.3,8156.13,1,3238.19,702.876
0.025,31558.3,2805.34,1,2811.52,299.043
0.026,30183.3,401.889,1,2734.29,252.085
0.027,30850,2198.55,1,2736.19,258.043
0.028,34758.3,4559.6,1,2969.68,476.094
0.029,31500,2605.94,1,2839.14,270.448
0.03,33083.3,4004.51,1,2903.26,491.627
0.031,31008.3,2250.03,1,2741.94,266.783
0.032,34575,4721.16,1,2795.16,251.08
0.033,31658.3,2154.26,1,2882.93,439.145
0.034,30550,401.135,1,2748.58,266.665
0.035,30591.7,617.117,1,2770.71,248.448
0.036,30308.3,673.469,1,2755.89,256.282
0.037,32258.3,3404.4,1,3071.32,850.793
0.038,31675,3076.04,1,2947.61,450.868
0.039,29858.3,334.279,1,2753.97,268.608
0.04,30608.3,1503.61,1,2721.16,252.526
0.041,30258.3,677.507,1,2785.1,277.404
0.042,30666.7,1287.94,1,2798.76,261.697
0.043,30225,511.904,1,2858.23,358.724
0.044,30725,1453.6,1,2888.19,353.058
0.045,30816.7,1410.89,1,2799.02,270.463
0.046,33116.7,4526.05,1,2966.58,527.413
0.047,27916.7,2446.09,1,2838.88,520.758
0.048,29825,1102.99,1,2786.57,263.219
0.049,30383.3,430.292,1,2882.21,343.425
0.05,31091.7,3032.99,1,2890.18,471.227
0.051,32341.7,3363.29,1,2890.85,287.081
0.052,30241.7,647.314,1,2774.24,273.591
0.053,30225,518.959,1,2839.52,278.112
0.054,30425,364.629,1,2803.29,262.653
0.055,32125,3608.61,1,2833.61,268.858
0.056,31891.7,4007.14,1,2936.13,510.737
0.057,29458.3,3813.96,1,2828.01,419.478
0.058,34366.7,3936.62,1,2927.33,434.433
0.059,30150,611.258,1,2818.94,265.782
0.06,30083.3,446.875,1,2784.91,268.408
0.061,30216.7,636.515,1,2765.41,247.395
0.062,30075,461.47,1,2838.78,257.029
0.0629999,30066.7,242.462,1,2786.57,256.163
0.064,33766.7,4936.2,1,3032.21,801.552
0.065,29683.3,4227.79,1,2936.02,527.745
0.066,31366.7,3846.21,1,2819.67,279.834
0.067,30108.3,423.102,1,2818.31,259.281
0.068,30333.3,422.833,1,2801.53,260.913
0.069,30166.7,305.505,1,2841.79,259.978
0.07,29950,257.611,1,2836.82,365.966
0.071,29983.3,228.963,1,2794.73,262.879
0.072,30100,575.247,1,2816.23,267.617
0.073,32083.3,3643.88,1,2818.02,269.319
0.074,31241.7,3356.53,1,2843.17,278.177
0.075,30050,410.1,1,2820.26,261.217
0.076,30191.7,274.552,1,2810.02,260.347
0.077,30550,507.221,1,2784.17,260.817
0.078,30691.7,631.676,1,2890.35,464.699
0.079,31275,2918.94,1,2940.86,438.659
0.08,30133.3,384.55,1,2878.41,274.33
0.081,30133.3,479.267,1,2848.2,282.823
0.082,30133.3,305.505,1,2779.02,253.246
0.083,31100,3070.39,1,2798.25,355.54
0.084,27025,304.884,1,2716.52,267.911
0.085,29000,1342.32,1,2726.38,247.758
0.086,30300,383.761,1,2843.86,251.602
0.087,29950,290.767,1,2845.32,259.962
0.088,30125,721.268,1,2853.78,401.314
