quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,25,45.2267,3014557,41.6667,51.4929
0.003,50,52.2233,3014557,53.4722,52.3938
0.004,33.3333,49.2366,3014557,21.1227,39.2629
0.005,33.3333,49.2366,3014557,43.4269,51.5603
0.006,33.3333,49.2366,3014557,28.6189,45.436
0.007,50,52.2233,3014557,60.7182,51.5931
0.008,66.6667,49.2366,3014557,38.3932,49.5667
0.009,66.6667,49.2366,3014557,28.1994,45.3996
0.01,66.6667,49.2366,3014557,35.6833,49.3396
0.011,50,52.2233,3014557,27.9736,45.3827
0.012,66.6667,65.1339,3014557,2.33113,3.17079
0.013,33.3333,49.2366,3014557,33.5276,49.2399
0.014,75,86.6025,3014557,27.794,45.3701
0.015,83.3333,111.464,3014557,43.9828,51.5897
0.016,50,52.2233,3014557,28.6652,45.4401
0.017,33.3333,49.2366,3014557,52.3888,52.3224
0.018,50,52.2233,3014557,46.0324,51.7404
0.019,50,52.2233,3014557,45.5027,51.694
0.02,66.6667,49.2366,3014557,37.1252,49.4432
0.021,25,45.2267,3014557,69.7604,49.388
0.022,58.3333,51.4929,3014557,47.48,51.8929
0.023,66.6667,49.2366,3014557,37.29,49.4574
0.024,50,52.2233,3014557,44.7742,51.6386
0.025,41.6667,51.4929,3014557,45.3978,51.6856
0.026,33.3333,49.2366,3014557,37.1165,49.4424
0.027,75,45.2267,3014557,53.093,52.3661
0.028,41.6667,51.4929,3014557,46.0911,51.7458
0.029,58.3333,51.4929,3014557,45.5076,51.6944
0.03,58.3333,51.4929,3014557,12.1256,29.2185
0.031,50,52.2233,3014557,51.0105,52.2594
0.032,33.3333,49.2366,3014557,37.5842,49.4844
0.033,41.6667,51.4929,3102737,44.7987,51.6402
0.034,50,52.2233,3102737,45.3999,51.6857
0.035,50,52.2233,3102737,70.45,49.4425
0.036,16.6667,38.9249,3102737,47.5375,51.9
0.037,41.6667,51.4929,3102737,70.6281,49.4579
0.038,50,52.2233,3102737,47.5523,51.9018
0.039,58.3333,51.4929,3102737,45.6294,51.7046
0.04,41.6667,51.4929,3102737,20.4691,39.1871
0.041,58.3333,51.4929,3102737,43.3724,51.5582
0.042,33.3333,49.2366,3102737,61.9477,51.6764
0.043,58.3333,51.4929,3102737,71.829,49.5783
0.044,50,52.2233,3102737,64.3191,51.9144
0.045,41.6667,51.4929,3102737,47.0266,51.8418
0.046,58.3333,51.4929,3102737,37.2522,49.4541
0.047,50,52.2233,3102737,28.1044,45.3923
0.048,83.3333,38.9249,3102737,35.6754,49.3392
0.049,41.6667,51.4929,3102737,19.6396,39.106
0.05,41.6667,51.4929,3102737,51.6366,52.2853
0.051,58.3333,51.4929,3102737,29.3031,45.5017
0.052,41.6667,51.4929,3102737,27.4419,45.3442
0.053,75,45.2267,3102737,68.9535,49.3363
0.054,50,52.2233,3102737,30.7461,45.6723
0.055,66.6667,49.2366,3102737,35.8955,49.3514
0.056,41.6667,51.4929,3102737,61.3246,51.631
0.057,58.3333,51.4929,3102737,38.4437,49.5724
0.058,50,52.2233,3102737,61.537,51.6451
0.059,58.3333,51.4929,3102737,63.4614,51.816
0.06,75,45.2267,3102737,71.9551,49.593
0.061,41.6667,51.4929,3102737,47.6629,51.9158
0.062,16.6667,38.9249,3102737,37.3052,49.4588
0.0629999,50,52.2233,3102737,61.4421,51.6387
0.064,58.3333,51.4929,3283354,63.4535,51.8151
0.065,41.6667,51.4929,3283354,71.9545,49.5929
0.066,66.6667,49.2366,3283354,47.6629,51.9158
0.067,100,42.6401,3283354,95.6386,29.2449
0.068,116.667,126.73,3283354,91.3032,39.8385
0.069,91.6667,79.2961,3283354,74.2753,49.9101
0.07,50,52.2233,3283354,47.8563,51.9408
0.071,41.6667,51.4929,3283354,37.3214,49.4602
0.072,25,45.2267,3283354,36.4434,49.3892
0.073,75,45.2267,3283354,61.3703,51.634
0.074,50,52.2233,3283354,46.7809,51.8145
0.075,66.6667,49.2366,3283354,37.2317,49.4523
0.076,58.3333,51.4929,3283354,86.436,39.1171
0.077,50,52.2233,3283354,65.5363,52.0737
0.078,66.6667,49.2366,3283354,47.128,51.8535
0.079,41.6667,51.4929,3283354,78.9273,45.4642
0.08,25,45.2267,3283354,56.5773,52.7124
