quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,566.667,115.47,1,1.9221e+08,3.83405e+06
0.003,550,116.775,1,2.06133e+08,1.75736e+07
0.004,533.333,65.1339,1,2.10001e+08,1.81198e+07
0.005,500,159.545,1,2.10001e+08,1.83754e+07
0.006,541.667,124.011,1,2.03811e+08,1.84152e+07
0.007,516.667,102.986,1,2.0438e+08,1.79304e+07
0.008,508.333,66.8558,1,2.03284e+08,1.79742e+07
0.009,475,45.2267,1,2.03102e+08,1.78066e+07
0.01,558.333,172.986,1,2.06102e+08,1.80153e+07
0.011,575,213.733,1,2.06356e+08,1.81555e+07
0.012,566.667,123.091,1,2.07475e+08,1.83329e+07
0.013,508.333,51.4929,1,2.0888e+08,1.81965e+07
0.014,566.667,123.091,1,2.06275e+08,1.8655e+07
0.015,508.333,66.8558,1,2.09006e+08,1.84133e+07
0.016,591.667,156.428,1,2.09579e+08,1.82604e+07
0.017,500,60.3023,1,2.04335e+08,1.864e+07
0.018,550,124.316,1,2.06226e+08,1.82059e+07
0.019,475,86.6025,1,2.09659e+08,1.79908e+07
0.02,516.667,57.735,1,2.10603e+08,1.85074e+07
0.021,500,42.6401,1,2.04121e+08,1.84069e+07
0.022,625,191.288,1,2.06542e+08,1.82479e+07
0.023,566.667,166.969,1,2.03066e+08,1.8126e+07
0.024,475,86.6025,1,2.04563e+08,1.83483e+07
0.025,575,270.101,1,2.0944e+08,1.84982e+07
0.026,508.333,51.4929,1,2.10562e+08,1.8416e+07
0.027,491.667,79.2961,1,2.10585e+08,1.86502e+07
0.028,483.333,93.7437,1,2.11401e+08,1.8488e+07
0.029,483.333,93.7437,1,2.10018e+08,1.8458e+07
0.03,491.667,79.2961,1,2.10005e+08,1.83959e+07
0.031,550,100,1,2.08637e+08,1.86319e+07
0.032,516.667,102.986,1,2.0518e+08,1.85096e+07
0.033,475,62.1582,1,2.09958e+08,1.81435e+07
0.034,550,100,1,2.08311e+08,1.87107e+07
0.035,500,60.3023,1,2.06186e+08,1.85936e+07
0.036,508.333,108.362,1,2.07396e+08,1.81298e+07
0.037,550,156.67,1,2.10056e+08,1.85305e+07
0.038,575,121.543,1,2.10018e+08,1.88527e+07
0.039,533.333,107.309,1,2.06375e+08,1.871e+07
0.04,541.667,167.649,1,2.08177e+08,1.83033e+07
0.041,533.333,115.47,1,2.08361e+08,1.83943e+07
0.042,550,116.775,1,2.08088e+08,1.85369e+07
0.043,508.333,116.45,1,2.10592e+08,1.82143e+07
0.044,508.333,144.338,1,2.05969e+08,1.865e+07
0.045,550,116.775,1,2.02735e+08,1.80124e+07
0.046,533.333,137.069,1,2.08774e+08,1.77511e+07
0.047,516.667,102.986,1,2.09251e+08,1.82572e+07
0.048,600,233.55,1,2.05275e+08,1.94505e+07
0.049,491.667,137.895,1,2.04481e+08,1.81909e+07
0.05,475,113.818,1,2.0988e+08,1.78403e+07
0.051,533.333,143.548,1,2.07866e+08,1.89064e+07
0.052,533.333,123.091,1,2.09926e+08,1.81504e+07
0.053,525,96.5307,1,2.09484e+08,1.8775e+07
0.054,466.667,77.8499,1,2.10109e+08,1.83378e+07
0.055,541.667,131.137,1,2.06464e+08,1.87221e+07
0.056,525,128.806,1,2.06125e+08,1.84678e+07
0.057,508.333,108.362,1,2.03041e+08,1.82608e+07
0.058,525,105.529,1,2.07077e+08,1.79168e+07
0.059,525,148.477,1,2.09752e+08,1.88482e+07
0.06,508.333,99.6205,1,2.09596e+08,1.8419e+07
0.061,483.333,83.4847,1,2.08984e+08,1.84669e+07
0.062,508.333,90.0337,1,2.05814e+08,1.85796e+07
0.0629999,483.333,57.735,1,2.03198e+08,1.7994e+07
0.064,466.667,65.1339,1,2.0467e+08,1.8089e+07
0.065,525,105.529,1,2.09095e+08,1.81603e+07
0.066,533.333,88.7625,1,2.03578e+08,1.8344e+07
0.067,516.667,71.7741,1,2.03979e+08,1.82376e+07
0.068,475,45.2267,1,2.04018e+08,1.79016e+07
0.069,500,42.6401,1,2.05394e+08,1.83941e+07
0.07,608.333,124.011,1,2.10968e+08,1.80967e+07
0.071,475,45.2267,1,2.06133e+08,1.87358e+07
0.072,533.333,177.525,1,2.09824e+08,1.81326e+07
0.073,525,142.223,1,2.07907e+08,1.84888e+07
0.074,566.667,130.268,1,2.05398e+08,1.85387e+07
0.075,533.333,49.2366,1,2.07441e+08,1.80879e+07
0.076,491.667,66.8558,1,2.03079e+08,1.83041e+07
0.077,541.667,51.4929,1,2.02152e+08,1.77392e+07
0.078,550,215.322,1,2.03227e+08,1.76365e+07
0.079,516.667,102.986,1,2.04838e+08,1.80097e+07
0.08,558.333,172.986,1,2.07422e+08,1.81503e+07
0.081,416.667,140.346,1,2.0808e+08,1.85357e+07
0.082,508.333,137.895,1,2.08852e+08,1.86004e+07
0.083,483.333,38.9249,1,2.03377e+08,1.82442e+07
0.084,466.667,49.2366,1,2.04118e+08,1.79329e+07
0.085,500,85.2803,1,2.09388e+08,1.78323e+07
0.086,483.333,38.9249,1,2.09323e+08,1.85306e+07
0.087,525,75.3778,1,2.06851e+08,1.87495e+07
0.088,508.333,108.362,1,2.0358e+08,1.80906e+07
0.089,566.667,161.433,1,2.07263e+08,1.79058e+07
