quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,50,90.4534,1,41.6667,51.4929
0.003,58.3333,66.8558,1,53.4722,52.3938
0.004,33.3333,49.2366,1,37.7894,49.5042
0.005,25,45.2267,1,19.8158,39.1212
0.006,33.3333,49.2366,1,34.9846,49.3029
0.007,50,52.2233,1,27.9154,45.3785
0.008,75,171.226,1,68.9929,49.3383
0.009,58.3333,66.8558,1,72.4161,49.6466
0.01,58.3333,51.4929,1,31.0347,45.7132
0.011,25,45.2267,1,52.5862,52.3328
0.012,58.3333,51.4929,1,21.0489,39.2538
0.013,25,45.2267,1,26.7541,45.3032
0.014,33.3333,49.2366,1,27.2295,45.3321
0.015,66.6667,88.7625,1,43.9358,51.5873
0.016,25,45.2267,1,78.6613,45.4397
0.017,25,45.2267,1,31.5551,45.7871
0.018,41.6667,51.4929,1,27.6296,45.3559
0.019,16.6667,38.9249,1,43.9691,51.589
0.02,50,52.2233,1,20.3308,39.1725
0.021,58.3333,51.4929,1,18.3609,39.0108
0.022,100,195.402,1,51.5301,116.801
0.023,41.6667,51.4929,1,45.9608,51.7904
0.024,33.3333,49.2366,1,45.4967,51.6936
0.025,25,45.2267,1,62.1247,51.6904
0.026,58.3333,51.4929,1,30.1771,45.6004
0.027,75,142.223,1,44.1814,51.6
0.028,50,52.2233,1,37.0151,49.434
0.029,50,52.2233,1,36.4179,49.3874
0.03,33.3333,49.2366,1,36.3682,49.384
0.031,66.6667,49.2366,1,36.364,49.3837
0.032,50,52.2233,1,28.0303,45.3868
0.033,41.6667,51.4929,1,35.6692,49.3388
0.034,41.6667,51.4929,1,52.9724,52.3583
0.035,66.6667,49.2366,1,62.7477,51.7449
0.036,41.6667,51.4929,1,46.8956,51.8271
0.037,50,52.2233,1,37.2413,49.4532
0.038,50,52.2233,1,44.7701,51.6383
0.039,25,45.2267,1,28.7308,45.4459
0.04,33.3333,49.2366,1,52.3942,52.3226
0.041,41.6667,51.4929,1,37.6995,49.4954
0.042,50,52.2233,1,44.8083,51.6409
0.043,91.6667,167.649,1,20.4007,39.1798
0.044,58.3333,51.4929,1,43.3667,51.558
0.045,33.3333,49.2366,1,28.6139,45.4355
0.046,50,52.2233,1,35.7178,49.3414
0.047,50,52.2233,1,19.6432,39.1063
0.048,58.3333,51.4929,1,51.6369,52.2853
0.049,41.6667,51.4929,1,45.9697,51.7346
0.05,133.333,277.434,1,12.1641,29.2241
0.051,58.3333,51.4929,1,17.6803,38.9734
0.052,33.3333,49.2366,1,51.4734,52.2799
0.053,25,45.2267,1,37.6228,49.4881
0.054,41.6667,51.4929,1,36.4686,49.3909
0.055,33.3333,49.2366,1,61.3724,51.6341
0.056,66.6667,49.2366,1,38.4477,49.5729
0.057,58.3333,51.4929,1,3.20397,3.96299
0.058,50,52.2233,1,25.267,45.2315
0.059,25,45.2267,1,52.1056,52.3089
0.06,58.3333,51.4929,1,46.0088,51.7382
0.061,41.6667,51.4929,1,45.5007,51.6939
0.062,33.3333,49.2366,1,37.1251,49.4432
