quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,50,67.42,1,25,45.2267
0.003,58.3333,51.4929,1,2.08333,2.97428
0.004,125,280.016,1,33.5069,88.7642
0.005,41.6667,66.8558,1,44.4589,51.6536
0.006,50,52.2233,1,28.7049,45.4436
0.007,50,52.2233,1,27.3921,45.3412
0.008,33.3333,49.2366,1,43.9493,51.588
0.009,116.667,220.88,1,45.3291,51.6801
0.01,50,52.2233,1,20.4441,39.1844
0.011,33.3333,49.2366,1,18.3703,39.0113
0.012,16.6667,38.9249,1,43.1975,51.5521
0.013,25,45.2267,1,36.9331,49.4274
0.014,33.3333,49.2366,1,36.4111,49.3869
0.015,16.6667,38.9249,1,61.3676,51.6338
0.016,58.3333,116.45,1,55.114,52.5404
0.017,33.3333,49.2366,1,54.5928,52.4887
0.018,66.6667,65.1339,1,37.8827,49.5136
0.019,25,45.2267,1,28.1569,45.3963
0.02,33.3333,49.2366,1,27.3464,45.3386
0.021,66.6667,49.2366,1,52.2789,52.3169
0.022,41.6667,51.4929,1,54.3566,52.4665
0.023,33.3333,49.2366,1,46.1964,51.7559
0.024,33.3333,49.2366,1,53.8497,52.4228
0.025,58.3333,51.4929,1,29.4875,45.5213
0.026,16.6667,38.9249,1,60.7906,51.5969
0.027,83.3333,38.9249,1,5.06589,5.71724
0.028,8.33333,28.8675,1,33.7555,49.2438
0.029,50,52.2233,1,27.813,45.3714
0.03,41.6667,51.4929,1,60.6511,51.5897
0.031,25,45.2267,1,30.0543,45.5852
0.032,33.3333,49.2366,1,44.1712,51.5994
0.033,66.6667,65.1339,1,37.0143,49.4339
0.034,58.3333,51.4929,1,36.4179,49.3874
0.035,50,52.2233,1,44.7015,51.6338
0.036,50,52.2233,1,28.7251,45.4454
0.037,25,45.2267,1,44.0604,51.5936
0.038,50,52.2233,1,28.6717,45.4406
0.039,50,52.2233,1,69.056,172.358
0.04,33.3333,49.2366,1,55.7547,52.7169
0.041,83.3333,57.735,1,29.6462,45.539
0.042,41.6667,51.4929,1,27.4705,45.3459
0.043,33.3333,49.2366,1,27.2892,45.3353
0.044,33.3333,65.1339,1,60.6074,51.5876
0.045,33.3333,49.2366,1,46.7173,51.8077
0.046,25,45.2267,1,70.5598,49.4519
0.047,58.3333,51.4929,1,22.5466,39.4635
0.048,25,45.2267,1,26.8789,45.3089
0.049,41.6667,51.4929,1,43.9066,51.5859
0.05,83.3333,57.735,1,11.9922,29.1998
0.051,16.6667,38.9249,1,25.9994,45.2681
0.052,33.3333,49.2366,1,60.4999,51.5825
0.053,75,45.2267,1,13.375,29.4237
0.054,33.3333,49.2366,1,17.7812,38.9767
0.055,58.3333,51.4929,1,34.8151,49.2969
0.056,50,52.2233,1,11.2346,29.1032
0.057,66.6667,172.328,1,17.6029,38.9712
0.058,41.6667,51.4929,1,34.8002,49.2964
0.059,25,45.2267,1,27.9,45.3774
0.06,50,52.2233,1,18.9917,39.0535
0.061,8.33333,28.8675,1,43.2493,51.5538
0.062,16.6667,38.9249,1,53.6041,52.4035
0.0629999,50,52.2233,1,29.467,45.5191
0.064,66.6667,49.2366,1,27.4556,45.345
0.065,50,52.2233,1,43.9546,51.5883
0.066,25,45.2267,1,45.3296,51.6802
0.067,41.6667,51.4929,1,12.1108,29.2164
0.068,50,52.2233,1,34.3426,49.2748
0.069,75,45.2267,1,2.86188,3.66258
0.07,33.3333,49.2366,1,41.9052,51.4967
0.071,66.6667,49.2366,1,36.8254,49.4189
0.072,33.3333,49.2366,1,36.4021,49.3863
0.073,41.6667,51.4929,1,36.3668,49.3839
