quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,41.6667,66.8558,1,8.33333,28.8675
0.003,66.6667,65.1339,1,34.0278,49.2686
0.004,41.6667,51.4929,1,11.169,29.0961
0.005,33.3333,49.2366,1,42.5974,51.5277
0.006,25,45.2267,1,36.8831,49.4234
0.007,33.3333,49.2366,1,36.4069,49.3867
0.008,8.33333,28.8675,1,53.0339,52.3622
0.009,50,52.2233,1,12.7528,29.3155
0.01,66.6667,49.2366,1,17.7294,38.975
0.011,33.3333,49.2366,1,26.4775,45.2922
0.012,58.3333,51.4929,1,35.5398,49.3323
0.013,41.6667,51.4929,1,44.6283,51.6291
0.014,41.6667,51.4929,1,45.3857,51.6846
0.015,50,90.4534,1,53.7821,52.4173
0.016,66.6667,49.2366,1,46.1485,51.7513
0.017,50,52.2233,1,20.5124,39.1917
0.018,33.3333,49.2366,1,26.7094,45.3013
0.019,25,45.2267,1,60.5591,51.5852
0.02,25,45.2267,1,55.0466,52.5333
0.021,33.3333,49.2366,1,37.9205,49.5174
0.022,33.3333,49.2366,1,53.16,52.3705
0.023,66.6667,49.2366,1,12.7633,29.3173
0.024,50,52.2233,1,17.7303,38.975
0.025,25,45.2267,1,51.4775,52.28
0.026,33.3333,49.2366,1,37.6231,49.4881
0.027,58.3333,51.4929,1,28.1353,45.3947
0.028,16.6667,38.9249,1,52.3446,52.3201
0.029,66.6667,49.2366,1,12.6954,29.3061
0.03,66.6667,49.2366,1,51.0579,52.2605
0.031,33.3333,49.2366,1,37.5882,49.4848
0.032,41.6667,51.4929,1,36.4657,49.3907
0.033,66.6667,49.2366,1,19.7055,39.1116
0.034,33.3333,49.2366,1,34.9755,49.3025
0.035,50,52.2233,1,36.248,49.376
0.036,50,52.2233,1,11.354,29.1166
0.037,25,45.2267,1,34.2795,49.2734
0.038,41.6667,51.4929,1,44.5233,51.6226
0.039,25,45.2267,1,37.0436,49.4364
0.04,33.3333,49.2366,1,11.4203,29.1243
