quantile,quantile_t_mean,quantile_t_stdev,rank,rank_t_mean,rank_t_stdev
0.002,216.667,152.753,231,258.333,51.4929
0.003,166.667,98.4732,258,446.528,137.548
0.004,125,105.529,295,512.211,59.7366
0.005,141.667,90.0337,326,617.684,76.5287
0.006,158.333,162.135,346,776.474,152.068
0.007,75,45.2267,364,906.373,85.0462
0.008,158.333,108.362,385,1058.86,166.573
0.009,175,86.6025,408,1146.57,105.644
0.01,141.667,99.6205,424,1212.21,122.965
0.011,100,95.3463,453,1367.68,131.164
0.012,116.667,83.4847,472,1513.97,140.133
0.013,141.667,99.6205,489,1626.16,157.003
0.014,141.667,116.45,510,1727.18,192.989
0.015,158.333,137.895,532,1893.93,170.238
0.016,166.667,123.091,551,2041.16,240.407
0.017,133.333,49.2366,575,2120.1,203.924
0.018,175,135.68,596,3835.01,5341.47
0.019,133.333,77.8499,611,2502.92,352.603
0.02,141.667,90.0337,626,2541.91,260.954
0.021,125,96.5307,641,2695.16,312.667
0.022,166.667,155.7,652,2749.6,242.737
0.023,166.667,107.309,671,2920.8,285.949
0.024,158.333,79.2961,685,2876.73,279.264
0.025,191.667,28.8675,699,3031.39,269.525
0.026,200,127.92,719,3419.28,774.169
0.027,225,45.2267,737,4018.27,1547.48
0.028,250,281.231,752,3526.52,509.568
0.029,116.667,71.7741,766,3460.54,322.425
0.03,141.667,79.2961,780,3796.71,384.641
0.031,141.667,137.895,796,4758.06,3160.13
0.032,175,96.5307,805,4038.17,465.044
0.033,125,86.6025,815,4003.18,420.609
0.034,191.667,51.4929,827,4016.93,378.098
0.035,166.667,65.1339,841,4143.08,406.111
0.036,233.333,155.7,854,4511.92,856.924
0.037,208.333,28.8675,869,4434.33,488.642
0.038,191.667,51.4929,888,4511.19,409.907
0.039,183.333,83.4847,897,4717.6,424.851
0.04,100,73.8549,909,4926.47,465.319
0.041,150,67.42,920,5035.54,490.405
0.042,158.333,156.428,929,5161.29,524.206
0.043,141.667,66.8558,943,5130.11,497.305
0.044,208.333,66.8558,953,5369.18,518.988
0.045,200,73.8549,964,5405.76,530.182
0.046,191.667,66.8558,973,5608.81,603.391
0.047,175,121.543,985,5692.4,519.149
0.048,183.333,57.735,995,5749.37,537.951
