quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,29533,29533,29533,1,32
0.001,30652,29533,30652,2,33
0.002,32644,29533,32644,3,34
0.003,32644,29533,32644,3,34
0.004,54764,29533,54764,4,34
0.005,54764,29533,54764,4,34
0.006,58749,29533,58749,5,34
0.007,58749,29533,58749,5,34
0.008,66457,29533,66457,6,34
0.009,66457,29533,66457,6,34
0.01,69137,29533,69137,7,34
0.011,69137,29533,69137,7,34
0.012,73209,29533,73209,8,34
0.013,73209,29533,73209,8,34
0.014,77679,29533,77679,9,34
0.015,77679,29533,77679,9,34
0.016,81927,29533,81927,10,35
0.017,81927,29533,81927,10,35
0.018,85828,29533,85828,11,36
0.019,85828,29533,85828,11,36
0.02,91145,29533,91145,12,37
0.021,91145,29533,91145,12,37
0.022,92083,29533,92083,13,38
0.023,92083,29533,92083,13,38
0.024,94760,29533,94760,14,39
0.025,94760,29533,94760,14,39
0.026,96775,29533,96775,15,39
0.027,96775,29533,96775,15,39
0.028,100811,29533,100811,16,40
0.029,100811,29533,100811,16,40
0.03,105953,29533,105953,17,41
0.031,105953,29533,105953,17,41
0.032,108014,29533,108014,18,41
0.033,108014,29533,108014,18,41
0.034,110497,29533,110497,19,42
0.035,110497,29533,110497,19,42
0.036,110797,29533,110797,20,43
0.037,110797,29533,110797,20,43
0.038,111613,29533,111613,21,44
0.039,111613,29533,111613,21,44
0.04,112964,29533,112964,22,45
0.041,112964,29533,112964,22,45
0.042,113494,29533,113494,23,46
0.043,113792,29533,113792,24,46
0.044,113792,29533,113792,24,46
0.045,114016,29533,114016,25,47
0.046,114016,29533,114016,25,47
0.047,116508,29533,116508,26,48
0.048,116508,30652,116508,26,48
0.049,117745,32644,117745,27,49
0.05,117745,32644,117745,27,49
0.051,122752,81927,122752,28,50
0.052,122752,85828,122752,28,50
0.053,122924,85828,122924,29,51
0.054,122924,91145,122924,29,51
0.055,124318,92083,124318,30,52
0.056,124318,92083,124318,30,52
0.057,124480,94760,124480,31,53
0.058,124480,100811,124480,31,53
0.059,125740,100811,125740,32,54
0.06,125740,105953,125740,32,54
0.061,126449,110497,126449,33,55
0.062,126449,110497,126449,33,55
0.063,128331,110797,128331,34,55
0.064,128331,111613,128331,34,55
0.065,129502,111613,129502,35,55
0.066,129502,112964,129502,35,55
0.067,130330,113494,130330,36,56
0.068,130330,113494,130330,36,56
0.069,131235,114016,131235,37,57
0.07,131235,116508,131235,37,57
0.071,132998,116508,132998,38,58
0.072,132998,117745,132998,38,58
0.073,134705,122752,134705,39,59
