quantile,real_quantile,estimated_quantile,rank,real_rank,estimated_rank
0,2692,4939,2692,1,0
0.001,4939,5496,4939,4,1
0.002,5903,6269,5903,6,3
0.003,6324,7665,6324,8,4
0.004,6556,7674,6556,10,4
0.005,7665,9358,7665,12,5
0.006,8374,9855,8374,14,6
0.007,8914,10270,8914,16,6
0.008,9549,10622,9549,18,8
0.009,9855,10660,9855,20,9
0.01,10622,11242,10622,22,11
0.011,10957,11263,10957,24,13
0.012,11263,11273,11263,26,15
0.013,11775,11775,11775,29,18
0.014,11950,11950,11950,31,19
0.015,12525,12525,12525,33,20
0.016,12791,12941,12791,35,20
0.017,13015,13610,13015,37,21
0.018,13490,14789,13490,39,22
0.019,13610,15152,13610,41,23
0.02,15152,15307,15152,43,25
0.021,15270,15809,15270,45,25
0.022,15460,16079,15460,47,27
0.023,16079,16454,16079,49,29
0.024,16551,16551,16551,51,31
0.025,16991,16991,16991,54,33
0.026,17519,17380,17519,56,35
0.027,17675,17519,17675,58,36
0.028,18081,18057,18081,60,37
0.029,18312,18312,18312,62,38
0.03,18523,18527,18523,64,38
0.031,18680,19345,18680,66,39
0.032,18912,19997,18912,68,39
0.033,19350,20231,19350,70,41
0.034,19760,20497,19760,72,41
0.035,20231,20511,20231,74,43
0.036,20361,20719,20361,76,43
0.037,20511,20967,20511,78,45
0.038,20839,21241,20839,81,47
0.039,20859,22515,20859,83,47
0.04,20967,22609,20967,85,48
0.041,21262,22933,21262,87,49
0.042,21407,23211,21407,89,49
0.043,21668,23421,21668,91,49
0.044,22200,24572,22200,93,49
0.045,22424,25701,22424,95,49
0.046,22515,25989,22515,97,51
0.047,22810,25989,22810,99,52
0.048,22914,25989,22914,101,52
0.049,22937,25989,22937,103,53
0.05,23184,25989,23184,106,53
0.051,23266,25989,23266,108,55
0.052,23344,25989,23344,110,55
0.053,23482,25989,23482,112,56
0.054,23969,25989,23969,114,56
0.055,24031,25989,24031,116,56
0.056,24161,25989,24161,118,56
0.057,24300,25989,24300,120,56
0.058,24572,25989,24572,122,57
